entrez_gene_id	gene_symbol	association_score	breast cancer	carcinoid	cervical cancer	colorectal cancer	endometrial cancer	glioma	head and neck cancer	liver cancer	lung cancer	lymphoma	melanoma	ovarian cancer	pancreatic cancer	prostate cancer	renal cancer	skin cancer	stomach cancer	testis cancer	thyroid cancer	urothelial cancer	adrenal gland_glandular cells	appendix_glandular cells	appendix_lymphoid tissue	bone marrow_hematopoietic cells	breast_adipocytes	breast_glandular cells	breast_myoepithelial cells	bronchus_respiratory epithelial cells	cerebellum_cells in granular layer	cerebellum_cells in molecular layer	cerebellum_Purkinje cells	cerebral cortex_endothelial cells	cerebral cortex_glial cells	cerebral cortex_neuronal cells	cerebral cortex_neuropil	"cervix, uterine_glandular cells"	"cervix, uterine_squamous epithelial cells"	colon_endothelial cells	colon_glandular cells	colon_peripheral nerve/ganglion	duodenum_glandular cells	epididymis_glandular cells	esophagus_squamous epithelial cells	fallopian tube_glandular cells	gallbladder_glandular cells	heart muscle_myocytes	hippocampus_glial cells	hippocampus_neuronal cells	kidney_cells in glomeruli	kidney_cells in tubules	lateral ventricle_glial cells	lateral ventricle_neuronal cells	liver_bile duct cells	liver_hepatocytes	lung_macrophages	lung_pneumocytes	lymph node_germinal center cells	lymph node_non-germinal center cells	nasopharynx_respiratory epithelial cells	oral mucosa_squamous epithelial cells	ovary_ovarian stroma cells	pancreas_exocrine glandular cells	pancreas_islets of Langerhans	parathyroid gland_glandular cells	placenta_decidual cells	placenta_trophoblastic cells	prostate_glandular cells	rectum_glandular cells	salivary gland_glandular cells	seminal vesicle_glandular cells	skeletal muscle_myocytes	skin 1_fibroblasts	skin 1_keratinocytes	skin 1_Langerhans	skin 1_melanocytes	skin 2_epidermal cells	small intestine_glandular cells	smooth muscle_smooth muscle cells	soft tissue 1_adipocytes	soft tissue 1_fibroblasts	soft tissue 1_peripheral nerve	soft tissue 2_adipocytes	soft tissue 2_fibroblasts	soft tissue 2_peripheral nerve	spleen_cells in red pulp	spleen_cells in white pulp	stomach 1_glandular cells	stomach 2_glandular cells	testis_cells in seminiferous ducts	testis_Leydig cells	thyroid gland_glandular cells	tonsil_germinal center cells	tonsil_non-germinal center cells	tonsil_squamous epithelial cells	urinary bladder_urothelial cells	uterus 1_cells in endometrial stroma	uterus 1_glandular cells	uterus 2_cells in endometrial stroma	uterus 2_glandular cells	vagina_squamous epithelial cells	ovary_follicle cells	soft tissue 1_chondrocytes	soft tissue 2_chondrocytes
27250	PDCD4	0.131878827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79882	ZC3H14	0.131075083	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	NA	Not detected	Medium	Medium	High	Not detected	Low	Medium	Not detected	Low	Medium	Not detected	Medium	NA	Not detected	High	Medium	Medium	High	High	High	High	Not detected	Not detected	Low	Low	High	Not detected	Medium	Not detected	Medium	Low	Not detected	Not detected	Not detected	High	High	Not detected	Medium	NA	Not detected	Medium	Medium	Medium	High	High	Medium	Medium	Low	Medium	Medium	Medium	High	Medium	Medium	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	High	Medium	Medium	Medium	Medium	Not detected	Not detected	Medium	High	Not detected	Medium	Not detected	Low	Medium	NA	NA	NA
55211	DPPA4	0.130913999	Low	Medium	Low	Medium	Not detected	Not detected	Low	Low	Medium	Low	Low	Low	Low	Not detected	Low	Low	Low	High	Low	Low	Not detected	Low	Low	Low	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	NA	Medium	Not detected	Low	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	High	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected
51361	HOOK1	0.128532228	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA	NA	NA
22872	SEC31A	0.127300873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3185	HNRNPF	0.121464432	Medium	High	Medium	Medium	High	High	High	Medium	Medium	Medium	High	High	High	Medium	High	High	Medium	High	High	High	High	High	Medium	High	Medium	High	Medium	High	High	High	Medium	Low	High	High	Not detected	NA	High	High	High	High	High	High	Medium	Medium	High	Not detected	Medium	High	High	High	Medium	High	NA	Low	Medium	Medium	Medium	Medium	High	High	Medium	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	High	High	High	Medium	High	Medium	Medium	Medium	High	Medium	Not detected	Medium	High	Medium	Medium	NA	NA
3399	ID3	0.120093772	Medium	Low	Medium	Low	Low	High	High	Low	Low	Medium	High	Medium	Low	Low	High	High	Low	High	Medium	High	Medium	High	Medium	Medium	Not detected	Medium	Medium	High	Medium	Low	Low	Not detected	Not detected	Medium	Low	Medium	High	High	High	High	Medium	Medium	High	Medium	High	Not detected	Not detected	Low	Not detected	Medium	Not detected	Medium	Not detected	Not detected	Low	Medium	Medium	Low	High	High	Medium	Medium	Low	High	High	High	Not detected	High	High	Not detected	Medium	High	Medium	Medium	Medium	High	High	Medium	Low	Not detected	Low	Low	Low	Medium	Low	Not detected	Medium	High	Medium	Medium	Medium	Low	Medium	Medium	High	Low	Low	Low	Medium	High	High	Medium	NA
7329	UBE2I	0.118852827	Low	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Medium	Low	Not detected	Low	Low	High	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	High	Not detected	Not detected	Medium	Not detected	Medium	Medium	Medium	High	Medium	Low	Not detected	Not detected	Not detected	Medium	Not detected	Low	Not detected	Not detected	Medium	Medium	Medium	High	Medium	Medium	Medium	Not detected	Low	Not detected	Low	High	Low	Medium	Medium	Not detected	Not detected	Not detected	Low	Low	Medium	Low	Medium	Not detected	Not detected	Medium	NA	Not detected	Not detected	Not detected	Low	Medium	Medium	Medium	Low	Low	Medium	Low	High	Medium	Medium	Medium	Medium	Medium	Medium	Low	NA	Low	NA
57459	GATAD2B	0.118054181	High	High	High	Medium	High	High	High	Medium	Medium	High	Medium	High	Medium	High	Medium	High	Medium	Low	High	High	Medium	Low	Low	Medium	Medium	Medium	Medium	High	Medium	High	High	Medium	Medium	High	Not detected	Medium	NA	High	Medium	Medium	Medium	Medium	Medium	High	High	Medium	High	High	High	High	High	Medium	Low	Medium	Medium	Low	High	High	Medium	High	Medium	Not detected	Medium	Medium	Not detected	High	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	High	High	Medium	High	Medium	Not detected	Low	Medium	High	Medium	Medium	High	High	High	High	High	High	High	Medium	Medium	Not detected	High	NA	Medium	NA
10768	AHCYL1	0.117838215	Medium	Not detected	Medium	Low	Medium	Low	Not detected	Low	Medium	Medium	Low	Medium	Low	Low	Low	Low	Low	Not detected	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Low	Not detected	Medium	Low	Not detected	Medium	Low	Not detected	Low	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Low	Not detected	Medium	Not detected	Low	Not detected	NA	Not detected	NA
81565	NDEL1	0.115790233	Low	Medium	Low	Low	Medium	Not detected	Low	Medium	Low	Not detected	Low	Low	Low	Not detected	Not detected	Low	Medium	Low	Low	Low	Not detected	Medium	Not detected	Not detected	Not detected	Low	Not detected	Medium	Medium	Medium	Medium	Not detected	Not detected	Low	Medium	Not detected	Low	Not detected	High	Medium	High	Low	Medium	Not detected	Low	Low	Not detected	Low	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium	Not detected	Not detected	Not detected	NA	Medium	Low	Not detected	High	Low	Not detected	Low	Not detected	Low	Not detected	Not detected	Medium	High	Low	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Low	Low	Low	Low	Low	Not detected	Not detected	Low	Medium	Not detected	Not detected	Not detected	Low	Not detected	Not detected	NA	NA
55269	PSPC1	0.11559572	High	High	High	High	High	High	Medium	Medium	High	Medium	High	High	High	High	Medium	High	Medium	High	High	High	Medium	High	Medium	Medium	High	High	High	NA	High	High	High	High	Medium	High	Not detected	Medium	Medium	High	High	High	High	Medium	High	High	High	Low	Low	High	Low	High	High	High	Medium	Medium	Low	High	Medium	Medium	High	Medium	Low	Medium	Medium	Medium	High	High	Medium	High	High	Medium	High	High	Medium	High	High	Medium	High	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	High	High	High	Medium	High	Medium	High	High	High	High	High	High	High	Medium	NA	NA	Medium
118812	MORN4	0.115030347	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Not detected	Medium	Low	High	Medium	High	High	Low	Not detected	High	Medium	Medium	Medium	Not detected	Medium	Medium	High	High	Medium	Medium	Medium	High	Low	High	Not detected	Medium	Not detected	High	Not detected	Medium	Medium	Medium	Low	Not detected	Medium	Not detected	Not detected	High	Medium	Not detected	High	High	High	Medium	Medium	Medium	Not detected	Low	Not detected	Low	Medium	Medium	High	Not detected	NA	Low	NA	Not detected	Not detected	Not detected	Not detected	Not detected	High	High	High	Medium	High	Medium	Medium	Medium	High	Not detected	Medium	Not detected	Medium	Medium	Low	NA	NA
23126	POGZ	0.114074094	Medium	Medium	High	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Low	Medium	Medium	Medium	High	Medium	Medium	High	Medium	High	Medium	High	High	High	High	Low	High	High	Not detected	High	High	Low	High	Medium	High	High	High	Medium	High	Medium	High	High	Medium	Medium	High	High	Medium	Not detected	High	Medium	Medium	Medium	High	High	Medium	Low	Not detected	Medium	Medium	High	Low	High	High	Medium	Medium	Medium	Medium	Medium	Medium	High	High	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	High	High	Medium	High	Low	Medium	Medium	High	Medium	High	High	High	High	NA	Medium	NA
51225	ABI3	0.113479721	Not detected	High	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	High	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	High	Not detected	Not detected	Not detected	Not detected	Low	High	Medium	Not detected	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Low	Not detected	High	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	High	Not detected	Not detected	Medium	Not detected	Low	Low	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Low	High	High	Not detected	Not detected	Not detected	Not detected	Not detected	High	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA
6477	SIAH1	0.113102687	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Low	Medium	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Low	High	Low	Medium	High	Medium	Low	Medium	NA	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Medium	High	Low	Low	Medium	High	Low	Not detected	Medium	Low	Medium	Not detected	Low	Medium	Medium	Medium	Medium	Low	High	Low	Medium	Medium	Medium	Medium	Low	Low	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Low	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	NA	NA
51144	HSD17B12	0.112321443	Low	Medium	Low	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Low	Low	Medium	Medium	Not detected	Medium	Medium	Medium	High	Low	Not detected	Not detected	Low	Low	Medium	Not detected	Not detected	Low	Medium	Low	Medium	Medium	Not detected	High	High	High	Medium	High	Medium	High	Medium	Medium	Not detected	Low	Medium	High	Medium	Low	Not detected	Medium	Medium	Medium	Not detected	Low	Medium	Low	Medium	Low	High	Medium	High	NA	Medium	Low	Medium	Low	Medium	Not detected	NA	NA	NA	NA	High	High	Not detected	Not detected	Medium	Not detected	Not detected	Medium	Medium	Low	Not detected	High	High	Medium	Medium	Medium	Low	Medium	Medium	Medium	Not detected	Medium	Not detected	Medium	High	Medium	Medium	NA
8939	FUBP3	0.1115903	High	High	High	High	Medium	High	High	Medium	Medium	Medium	Medium	Medium	High	High	Medium	High	Medium	High	High	High	High	High	Medium	Medium	Medium	High	Medium	NA	Medium	Medium	Medium	Low	Medium	Medium	Medium	High	High	Medium	High	Medium	High	High	High	High	High	Medium	Low	Medium	Medium	High	Medium	Medium	High	High	Medium	Medium	NA	Medium	High	Medium	Medium	High	Medium	Medium	NA	High	High	High	High	High	Medium	Medium	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Medium	Medium	High	High	High	High	High	Medium	Medium	High	High	Not detected	Medium	Medium	High	High	NA	NA	NA
1196	CLK2	0.110152889	Low	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Low	Medium	Low	Medium	Low	Low	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Not detected	Medium	Not detected	Medium	Not detected	Low	Medium	Low	Low	Medium	Not detected	Medium	Medium	Low	High	Low	Medium	Medium	Medium	Medium	Medium	Low	Not detected	Medium	Medium	Medium	Low	Medium	Not detected	Not detected	Low	Medium	Medium	Low	High	Medium	Not detected	Low	Not detected	Low	NA	Medium	Low	Medium	Low	Medium	Not detected	Not detected	Medium	Low	Low	Medium	Medium	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Not detected	Low	Medium	Not detected	Not detected	NA
1806	DPYD	0.109500809	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected
9874	TLK1	0.10884361	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	NA	High	High	High	High	High	High	High	High	High	High	Medium	NA	High	High	High	NA	High	High	High	High	High	High	High	High	High	High	High	Medium	Medium	High	High	Medium	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Medium	High	High	High	High	High	High	High	High	High	High	High	Medium	Medium	Medium	High	High	High	NA	NA
23034	SAMD4A	0.108767406	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	High	High	Medium	Low	Medium	Medium	Low	High	Medium	Low	Medium	Low	Low	High	Medium	High	Medium	Medium	High	Medium	High	High	Medium	High	High	Medium	Not detected	Medium	Medium	Medium	Not detected	Medium	Low	Low	Medium	Low	High	High	High	Medium	Low	Medium	Medium	Medium	NA	High	Medium	High	Medium	Medium	Medium	Low	Medium	Low	Medium	Medium	High	Low	NA	Medium	Low	Low	Low	Low	Medium	Low	High	High	High	High	Medium	Medium	Medium	High	High	Low	Medium	Medium	Medium	Medium	High	Medium	Medium
4841	NONO	0.108652775	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Medium	High	High	High	High	Medium	High	High	High	High	High	High	High	High	High	High	High	Medium	High	High	High	Medium	Medium	High	High	High	High	High	High	High	High	High	High	High	High	NA	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Medium	High	NA	NA	NA
8661	EIF3A	0.108165949	Medium	Low	Medium	Medium	High	Medium	High	Medium	Medium	High	Medium	Medium	Medium	High	Medium	Medium	Medium	High	Medium	High	High	High	High	High	Low	High	Medium	High	Medium	Medium	High	Medium	Medium	Medium	Low	Medium	NA	Medium	High	High	High	High	High	High	High	Low	Low	Medium	Medium	Medium	Low	High	Medium	Medium	Medium	Medium	High	High	High	High	Medium	High	High	High	High	High	Medium	High	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	High	Low	Low	Low	NA	Low	Low	Low	Medium	High	High	High	High	High	Medium	High	High	High	High	Medium	High	Medium	High	Medium	Medium	NA	Low
6776	STAT5A	0.107949257	High	Low	Low	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	High	Medium	Not detected	Not detected	Not detected	Low	Medium	Medium	Low	Medium	Medium	Not detected	High	Medium	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Medium	Low	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Low	Not detected	Low	Not detected	High	High	Low	Not detected	Low	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Medium	High	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	NA
8204	NRIP1	0.107797238	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Medium	Medium	Low	Low	Medium	Medium	Not detected	Medium	Medium	Low	Medium	Medium	Not detected	Medium	Low	Medium	Not detected	Medium	NA	Not detected	Medium	NA	Medium	Medium	Medium	Medium	Medium	Low	Medium	Not detected	Medium	Medium	Medium	Low	Not detected	Low	Not detected	Not detected	Low	Low	Medium	Medium	Low	Medium	Medium	NA	NA	Low	Low	Medium	Medium	Medium	Medium	Low	Low	Low	Low	NA	Medium	Medium	Not detected	Medium	Not detected	Not detected	Low	Medium	Low	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Low	Medium	Low	Low	Medium	Low	Medium	NA
23433	RHOQ	0.107433894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
896	CCND3	0.107392596	Medium	High	Low	Medium	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Medium	Medium	Medium	High	Low	Medium	Low	Low	High	Not detected	Not detected	Not detected	Not detected	Low	High	High	Not detected	Not detected	Not detected	Medium	Not detected	NA	Not detected	Low	High	High	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Low	Low	Low	Not detected	Not detected	Not detected	High	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	High	Not detected	Low	Low	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA
